"OrderNumber","SalesChannelTxt","SalesChannel","WarehouseCode","Warehouse","ProcuredDate","OrderDate","StockTime","ShipDate","ProcessingTime","DeliveryDate","ShippingTime","CurrencyCode","SalesTeamID","CustomerID","StoreID","ProductID","Order Quantity","Discount Applied","Unit Cost","Unit Price"
"SO - 0006315","In-Store",1,"WARE-MKL1006",6,10/03/20,05/06/20,87,"30/06/20",25,02/07/20,2,"USD",7,13,343,28,2,0.2,529.03,"1,125.60"
"SO - 000185","Online",2,"WARE-XYS1001",1,"31/12/17",10/06/18,161,"30/06/18",20,03/07/18,3,"USD",15,8,9,28,4,0.1,"2,427.68","3,979.80"
"SO - 0004073","Online",2,"WARE-NBV1002",2,"15/05/19","13/09/19",121,01/10/19,18,10/10/19,9,"USD",17,43,79,29,6,0.3,329.64,804
"SO - 0002774","Distributor",3,"WARE-NBV1002",2,04/02/19,11/04/19,66,"17/04/19",6,"21/04/19",4,"USD",21,2,84,5,3,0.3,411.98,958.1
"SO - 0002838","In-Store",1,"WARE-NMK1003",3,04/02/19,"19/04/19",74,08/05/19,19,"16/05/19",8,"USD",3,19,133,29,1,0.08,"1,259.60","2,680.00"
"SO - 0007887","In-Store",1,"WARE-XYS1001",1,"18/06/20",06/12/20,171,"28/12/20",22,01/01/21,4,"USD",1,24,26,28,5,0.3,"1,600.97","1,976.50"
"SO - 0001523","Online",2,"WARE-UHY1004",4,"19/07/18","16/11/18",120,"22/11/18",6,"26/11/18",4,"USD",12,13,225,20,5,0.15,654.26,"1,038.50"
"SO - 000384","Wholesale",4,"WARE-NMK1003",3,10/04/18,04/07/18,85,"15/07/18",11,"23/07/18",8,"USD",25,23,104,22,2,0.05,"1,484.45","2,559.40"
"SO - 000466","In-Store",1,"WARE-UHY1004",4,10/04/18,"13/07/18",94,"16/07/18",3,"22/07/18",6,"USD",6,38,218,13,6,0.15,525.88,"1,118.90"
"SO - 0001971","Online",2,"WARE-XYS1001",1,"27/10/18",03/01/19,68,"18/01/19",15,"21/01/19",3,"USD",17,26,13,13,3,0.05,"1,244.26","2,539.30"
"SO - 0004351","Distributor",3,"WARE-UHY1004",4,"15/05/19","18/10/19",156,"27/10/19",9,"31/10/19",4,"USD",23,41,237,18,4,0.08,934.25,"1,125.60"
"SO - 0002487","Distributor",3,"WARE-NMK1003",3,"27/10/18",04/03/19,128,12/03/19,8,"16/03/19",4,"USD",22,50,95,20,7,0.05,"1,098.13","1,996.60"
"SO - 0007282","Online",2,"WARE-NMK1003",3,"18/06/20","27/09/20",101,07/10/20,10,"15/10/20",8,"USD",14,17,126,45,8,0.05,"1,545.56","1,956.40"
"SO - 0001204","Wholesale",4,"WARE-UHY1004",4,"19/07/18",08/10/18,81,"28/10/18",20,04/11/18,7,"USD",26,15,253,27,1,0.05,"2,592.10","3,323.20"
"SO - 0003056","In-Store",1,"WARE-NMK1003",3,04/02/19,12/05/19,97,"31/05/19",19,04/06/19,4,"USD",1,33,119,38,8,0.05,482.4,"1,005.00"
"SO - 0003314","In-Store",1,"WARE-XYS1001",1,04/02/19,11/06/19,127,03/07/19,22,11/07/19,8,"USD",2,31,22,42,2,0.05,"3,070.48","5,386.80"
"SO - 0003198","Online",2,"WARE-UHY1004",4,04/02/19,"28/05/19",113,09/06/19,12,10/06/19,1,"USD",16,40,248,2,5,0.05,"3,672.00","5,480.60"
"SO - 0003414","Online",2,"WARE-PUJ1005",5,04/02/19,"23/06/19",139,"28/06/19",5,04/07/19,6,"USD",17,31,280,10,8,0.05,"2,644.76","5,185.80"
"SO - 0001556","Online",2,"WARE-UHY1004",4,"19/07/18","21/11/18",125,02/12/18,11,10/12/18,8,"USD",14,43,220,5,8,0.3,532.65,"1,005.00"
"SO - 0001791","Distributor",3,"WARE-MKL1006",6,"19/07/18","18/12/18",152,09/01/19,22,"16/01/19",7,"USD",20,12,347,40,7,0.08,"1,080.58","1,715.20"
"SO - 0006104","Online",2,"WARE-NMK1003",3,10/03/20,"14/05/20",65,07/06/20,24,"16/06/20",9,"USD",20,32,181,31,4,0.05,399.79,783.9
"SO - 0004326","In-Store",1,"WARE-NMK1003",3,"15/05/19","15/10/19",153,"27/10/19",12,03/11/19,7,"USD",9,44,164,7,1,0.05,132.93,214.4
"SO - 000591","Online",2,"WARE-NMK1003",3,10/04/18,"26/07/18",107,"21/08/18",26,"25/08/18",4,"USD",20,38,104,8,8,0.08,561.06,"1,058.60"
"SO - 0002109","In-Store",1,"WARE-PUJ1005",5,"27/10/18","17/01/19",82,"26/01/19",9,04/02/19,9,"USD",12,24,329,40,4,0.08,"1,101.82","1,695.10"
"SO - 0004404","In-Store",1,"WARE-XYS1001",1,"23/08/19","25/10/19",63,"29/10/19",4,02/11/19,4,"USD",11,21,11,4,7,0.1,"1,025.64","2,385.20"
"SO - 000298","In-Store",1,"WARE-PUJ1005",5,10/04/18,"23/06/18",74,11/07/18,18,"18/07/18",7,"USD",11,24,265,41,1,0.08,652.65,"1,279.70"
"SO - 0003185","In-Store",1,"WARE-PUJ1005",5,04/02/19,"27/05/19",112,"30/05/19",3,06/06/19,7,"USD",5,23,324,24,7,0.2,"1,877.61","3,028.40"
"SO - 0006955","Online",2,"WARE-MKL1006",6,"18/06/20","20/08/20",63,"16/09/20",27,"23/09/20",7,"USD",12,49,340,4,2,0.15,855.46,"1,125.60"
"SO - 0007980","Wholesale",4,"WARE-NMK1003",3,"26/09/20","17/12/20",82,"21/12/20",4,"26/12/20",5,"USD",26,13,106,26,5,0.08,407.03,904.5
"SO - 000966","Distributor",3,"WARE-PUJ1005",5,10/04/18,09/09/18,152,02/10/18,23,10/10/18,8,"USD",25,31,279,44,6,0.05,970.16,"2,425.40"
"SO - 0007713","In-Store",1,"WARE-PUJ1005",5,"26/09/20","16/11/20",51,"30/11/20",14,03/12/20,3,"USD",3,33,314,4,1,0.05,"4,032.86","5,601.20"
"SO - 0006603","Distributor",3,"WARE-NMK1003",3,10/03/20,10/07/20,122,"27/07/20",17,02/08/20,6,"USD",21,18,148,24,4,0.2,"1,308.91","1,768.80"
"SO - 0003874","Distributor",3,"WARE-NBV1002",2,"15/05/19","18/08/19",95,"24/08/19",6,03/09/19,10,"USD",21,36,74,12,5,0.05,726.95,"1,038.50"
"SO - 000584","In-Store",1,"WARE-UHY1004",4,10/04/18,"26/07/18",107,09/08/18,14,"17/08/18",8,"USD",11,39,214,10,6,0.15,587.93,904.5
"SO - 000404","Online",2,"WARE-PUJ1005",5,10/04/18,06/07/18,87,"21/07/18",15,"22/07/18",1,"USD",12,36,278,23,7,0.1,"1,271.86","3,102.10"
"SO - 0002224","In-Store",1,"WARE-MKL1006",6,"27/10/18","31/01/19",96,"25/02/19",25,07/03/19,10,"USD",10,48,338,25,4,0.08,"1,223.29","2,398.60"
"SO - 0006633","Online",2,"WARE-NBV1002",2,10/03/20,"13/07/20",125,10/08/20,28,"17/08/20",7,"USD",12,48,64,10,7,0.08,"2,207.72","2,659.90"
"SO - 0003245","Distributor",3,"WARE-UHY1004",4,04/02/19,02/06/19,118,"16/06/19",14,"19/06/19",3,"USD",24,20,240,25,8,0.1,810.43,"1,266.30"
"SO - 0007913","Online",2,"WARE-MKL1006",6,"18/06/20",09/12/20,174,"19/12/20",10,"21/12/20",2,"USD",18,26,363,18,7,0.08,"2,715.51","3,879.30"
"SO - 0003983","Online",2,"WARE-NMK1003",3,"15/05/19",01/09/19,109,"27/09/19",26,05/10/19,8,"USD",15,45,149,22,7,0.15,"1,323.92","1,742.00"
"SO - 0007501","Online",2,"WARE-UHY1004",4,"18/06/20","23/10/20",127,07/11/20,15,"14/11/20",7,"USD",16,32,230,1,3,0.4,"1,751.11","3,242.80"
"SO - 0002420","In-Store",1,"WARE-NMK1003",3,"27/10/18","23/02/19",119,"16/03/19",21,"17/03/19",1,"USD",8,16,91,16,1,0.15,715.29,"1,051.90"
"SO - 000367","In-Store",1,"WARE-NMK1003",3,10/04/18,01/07/18,82,"20/07/18",19,"21/07/18",1,"USD",9,21,131,15,7,0.2,455.6,"1,139.00"
"SO - 0005537","Online",2,"WARE-NMK1003",3,01/12/19,04/03/20,94,"31/03/20",27,04/04/20,4,"USD",16,25,189,30,8,0.15,"2,321.55","5,159.00"
"SO - 0007268","Wholesale",4,"WARE-MKL1006",6,"18/06/20","25/09/20",99,"19/10/20",24,"21/10/20",2,"USD",27,33,356,7,7,0.08,"2,104.27","3,691.70"
"SO - 0007979","Distributor",3,"WARE-XYS1001",1,"26/09/20","17/12/20",82,12/01/21,26,"19/01/21",7,"USD",21,44,17,5,3,0.2,518.25,797.3
"SO - 0007902","Distributor",3,"WARE-XYS1001",1,"26/09/20",08/12/20,73,"17/12/20",9,"19/12/20",2,"USD",23,37,19,23,7,0.1,965.2,"1,969.80"
"SO - 0006588","In-Store",1,"WARE-NMK1003",3,10/03/20,08/07/20,120,04/08/20,27,"13/08/20",9,"USD",7,49,136,23,1,0.05,82.41,201
"SO - 0003740","Wholesale",4,"WARE-PUJ1005",5,"15/05/19",02/08/19,79,"22/08/19",20,"29/08/19",7,"USD",28,38,266,23,4,0.08,"3,544.97","5,453.80"
"SO - 0001593","Online",2,"WARE-PUJ1005",5,"19/07/18","25/11/18",129,03/12/18,8,04/12/18,1,"USD",19,36,276,45,3,0.1,"3,375.73","5,038.40"
"SO - 0005615","In-Store",1,"WARE-XYS1001",1,01/12/19,"14/03/20",104,02/04/20,19,11/04/20,9,"USD",10,40,4,28,7,0.1,"1,534.43","2,324.90"
"SO - 0006062","Distributor",3,"WARE-XYS1001",1,10/03/20,08/05/20,59,04/06/20,27,"13/06/20",9,"USD",24,34,48,38,5,0.1,"2,084.37","3,417.00"
"SO - 0006545","In-Store",1,"WARE-NMK1003",3,10/03/20,04/07/20,116,"27/07/20",23,"31/07/20",4,"USD",9,14,182,43,6,0.1,"1,026.64","1,333.30"
"SO - 0001304","Online",2,"WARE-NMK1003",3,"19/07/18","22/10/18",95,07/11/18,16,"13/11/18",6,"USD",15,10,158,18,7,0.3,"3,027.19","5,219.30"
"SO - 0006134","Distributor",3,"WARE-PUJ1005",5,01/12/19,"17/05/20",168,01/06/20,15,11/06/20,10,"USD",23,40,291,5,6,0.1,776.66,"1,078.70"
"SO - 000318","In-Store",1,"WARE-NMK1003",3,10/04/18,"27/06/18",78,04/07/18,7,06/07/18,2,"USD",3,22,108,43,2,0.05,"1,442.38","1,849.20"
"SO - 0006087","In-Store",1,"WARE-PUJ1005",5,10/03/20,11/05/20,62,03/06/20,23,"13/06/20",10,"USD",8,16,294,37,7,0.1,986.64,"1,333.30"
"SO - 0004531","Online",2,"WARE-NMK1003",3,"23/08/19",11/11/19,80,"15/11/19",4,"24/11/19",9,"USD",20,25,104,28,4,0.1,"1,467.30","2,010.00"
"SO - 0006843","In-Store",1,"WARE-PUJ1005",5,10/03/20,06/08/20,149,"14/08/20",8,"17/08/20",3,"USD",6,32,274,18,3,0.1,514.56,857.6
"SO - 0003547","Distributor",3,"WARE-NBV1002",2,"15/05/19",10/07/19,56,05/08/19,26,"15/08/19",10,"USD",22,50,80,12,2,0.1,"2,622.25","3,973.10"
"SO - 0004391","Wholesale",4,"WARE-UHY1004",4,"15/05/19","24/10/19",162,"21/11/19",28,"30/11/19",9,"USD",26,29,209,39,3,0.08,861.55,"1,118.90"
"SO - 0001737","Distributor",3,"WARE-NMK1003",3,"19/07/18",12/12/18,146,"14/12/18",2,"17/12/18",3,"USD",21,32,133,47,3,0.1,"2,000.75","2,532.60"
"SO - 0001710","In-Store",1,"WARE-PUJ1005",5,"19/07/18",09/12/18,143,12/12/18,3,"15/12/18",3,"USD",4,43,327,8,4,0.15,"2,020.25","3,544.30"
"SO - 0003551","In-Store",1,"WARE-NBV1002",2,04/02/19,10/07/19,156,04/08/19,25,11/08/19,7,"USD",10,49,71,21,6,0.1,"1,086.20","2,586.20"
"SO - 0004368","In-Store",1,"WARE-PUJ1005",5,"15/05/19","20/10/19",158,"26/10/19",6,01/11/19,6,"USD",9,8,265,20,4,0.05,"2,956.11","3,839.10"
"SO - 000133","Online",2,"WARE-UHY1004",4,"31/12/17",03/06/18,154,"30/06/18",27,10/07/18,10,"USD",19,46,217,7,3,0.1,868.05,"1,058.60"
"SO - 0003406","Online",2,"WARE-UHY1004",4,04/02/19,"22/06/19",138,"17/07/19",25,"23/07/19",6,"USD",14,24,207,19,2,0.15,98.83,167.5
"SO - 0001129","Online",2,"WARE-XYS1001",1,"19/07/18","28/09/18",71,"23/10/18",25,02/11/18,10,"USD",18,21,48,17,8,0.4,591.74,924.6
"SO - 0005919","Wholesale",4,"WARE-NMK1003",3,10/03/20,"21/04/20",42,"28/04/20",7,07/05/20,9,"USD",28,14,178,12,8,0.1,"2,809.31","4,013.30"
"SO - 0006320","In-Store",1,"WARE-MKL1006",6,10/03/20,05/06/20,87,11/06/20,6,"18/06/20",7,"USD",7,41,337,5,7,0.1,579.08,864.3
"SO - 0006465","Online",2,"WARE-UHY1004",4,10/03/20,"24/06/20",106,"21/07/20",27,"27/07/20",6,"USD",15,19,209,8,6,0.05,"1,778.85","2,371.80"
"SO - 0003989","In-Store",1,"WARE-MKL1006",6,"15/05/19",01/09/19,109,"26/09/19",25,"30/09/19",4,"USD",12,12,337,11,4,0.08,143.65,214.4
"SO - 0003485","Distributor",3,"WARE-MKL1006",6,04/02/19,02/07/19,148,"28/07/19",26,04/08/19,7,"USD",23,2,360,28,6,0.15,666.92,"1,058.60"
"SO - 0006826","Wholesale",4,"WARE-PUJ1005",5,10/03/20,04/08/20,147,12/08/20,8,"13/08/20",1,"USD",26,26,328,38,7,0.15,511.34,"1,065.30"
"SO - 0003232","Distributor",3,"WARE-MKL1006",6,04/02/19,01/06/19,117,"28/06/19",27,03/07/19,5,"USD",22,42,331,19,5,0.1,906.51,"1,105.50"
"SO - 0001909","In-Store",1,"WARE-XYS1001",1,"19/07/18","30/12/18",164,"14/01/19",15,"23/01/19",9,"USD",11,42,30,43,7,0.1,"1,879.02","2,646.50"
"SO - 0004994","Distributor",3,"WARE-UHY1004",4,"23/08/19",05/01/20,135,01/02/20,27,02/02/20,1,"USD",24,40,218,43,4,0.05,"1,789.03","2,264.60"
"SO - 0006381","Online",2,"WARE-NMK1003",3,10/03/20,"13/06/20",95,"26/06/20",13,"29/06/20",3,"USD",12,37,187,31,7,0.05,862.96,"1,232.80"
"SO - 0003767","Online",2,"WARE-XYS1001",1,"15/05/19",05/08/19,82,"16/08/19",11,"23/08/19",7,"USD",15,28,45,20,5,0.05,"1,909.50","3,819.00"
"SO - 0004110","In-Store",1,"WARE-PUJ1005",5,"15/05/19","18/09/19",126,01/10/19,13,03/10/19,2,"USD",4,9,296,9,8,0.2,819.48,"1,011.70"
"SO - 0001870","In-Store",1,"WARE-XYS1001",1,"27/10/18","26/12/18",60,10/01/19,15,"16/01/19",6,"USD",4,49,39,41,4,0.15,"1,206.07","2,566.10"
"SO - 0004049","Online",2,"WARE-PUJ1005",5,"15/05/19",10/09/19,118,"25/09/19",15,02/10/19,7,"USD",14,34,286,35,8,0.08,"1,437.95","2,934.60"
"SO - 0001220","In-Store",1,"WARE-UHY1004",4,"19/07/18",11/10/18,84,"24/10/18",13,"26/10/18",2,"USD",8,12,245,3,1,0.08,672.28,"1,159.10"
"SO - 0002812","In-Store",1,"WARE-MKL1006",6,04/02/19,"16/04/19",71,"21/04/19",5,"29/04/19",8,"USD",4,26,362,11,7,0.1,500.49,"1,112.20"
"SO - 0006038","In-Store",1,"WARE-PUJ1005",5,01/12/19,05/05/20,156,"24/05/20",19,"31/05/20",7,"USD",9,30,318,35,8,0.15,"1,207.21","1,829.10"
"SO - 0006106","In-Store",1,"WARE-XYS1001",1,10/03/20,"14/05/20",65,08/06/20,25,"16/06/20",8,"USD",1,24,30,41,8,0.05,"1,573.76","1,896.10"
"SO - 0004430","Online",2,"WARE-NMK1003",3,"23/08/19","28/10/19",66,"13/11/19",16,"22/11/19",9,"USD",20,3,98,12,6,0.05,"1,784.88","2,974.80"
"SO - 0004963","Distributor",3,"WARE-PUJ1005",5,"23/08/19","31/12/19",130,02/01/20,2,04/01/20,2,"USD",24,26,272,23,4,0.2,"3,110.14","5,654.80"
"SO - 0003223","In-Store",1,"WARE-NBV1002",2,04/02/19,"31/05/19",116,02/06/19,2,03/06/19,1,"USD",2,46,74,26,7,0.15,803,944.7
"SO - 0004322","In-Store",1,"WARE-NMK1003",3,"23/08/19","14/10/19",52,"31/10/19",17,09/11/19,9,"USD",1,21,140,38,1,0.08,"1,372.29","1,782.20"
"SO - 0003670","Online",2,"WARE-UHY1004",4,04/02/19,"25/07/19",171,04/08/19,10,11/08/19,7,"USD",19,30,233,42,3,0.08,"2,438.80","3,048.50"
"SO - 0001550","Distributor",3,"WARE-MKL1006",6,"19/07/18","20/11/18",124,"22/11/18",2,"25/11/18",3,"USD",24,11,343,26,8,0.08,453.05,924.6
"SO - 0004585","Online",2,"WARE-XYS1001",1,"23/08/19","16/11/19",85,05/12/19,19,"15/12/19",10,"USD",15,8,30,43,3,0.3,432.15,864.3
"SO - 0004090","Wholesale",4,"WARE-UHY1004",4,"15/05/19","15/09/19",123,"28/09/19",13,"30/09/19",2,"USD",26,27,257,26,4,0.05,"1,928.39","2,472.30"
"SO - 0002202","Distributor",3,"WARE-NMK1003",3,"27/10/18","28/01/19",93,06/02/19,9,"13/02/19",7,"USD",24,8,106,29,3,0.08,"2,239.94","2,666.60"
"SO - 0004247","Online",2,"WARE-XYS1001",1,"23/08/19",04/10/19,42,"22/10/19",18,"23/10/19",1,"USD",16,14,1,28,7,0.08,862.96,"1,078.70"
"SO - 0002923","In-Store",1,"WARE-PUJ1005",5,04/02/19,"27/04/19",82,"18/05/19",21,"22/05/19",4,"USD",12,35,276,26,6,0.2,175.67,254.6
"SO - 0002231","Wholesale",4,"WARE-UHY1004",4,"27/10/18",01/02/19,97,10/02/19,9,"14/02/19",4,"USD",26,22,242,22,6,0.1,149.54,241.2
"SO - 000525","In-Store",1,"WARE-MKL1006",6,10/04/18,"20/07/18",101,11/08/18,22,"17/08/18",6,"USD",1,43,360,8,5,0.15,635.56,"1,025.10"
"SO - 0007668","Online",2,"WARE-MKL1006",6,"18/06/20",11/11/20,146,"29/11/20",18,04/12/20,5,"USD",19,4,367,1,6,0.05,"1,025.90","2,331.60"
"SO - 0007941","Online",2,"WARE-NMK1003",3,"26/09/20","13/12/20",78,03/01/21,21,11/01/21,8,"USD",18,15,137,23,5,0.08,"2,117.20","2,680.00"
"SO - 000818","Distributor",3,"WARE-XYS1001",1,10/04/18,"21/08/18",133,"27/08/18",6,"29/08/18",2,"USD",23,42,33,4,5,0.08,"3,900.20","6,190.80"
"SO - 0002186","Online",2,"WARE-NMK1003",3,"27/10/18","27/01/19",92,"29/01/19",2,03/02/19,5,"USD",19,41,127,36,8,0.2,776.6,"1,159.10"
"SO - 0006640","Distributor",3,"WARE-NMK1003",3,10/03/20,"14/07/20",126,"24/07/20",10,"30/07/20",6,"USD",25,15,104,32,8,0.05,"1,569.41","2,572.80"
"SO - 000726","Wholesale",4,"WARE-UHY1004",4,10/04/18,12/08/18,124,08/09/18,27,12/09/18,4,"USD",28,29,238,30,6,0.05,"4,618.44","6,076.90"
"SO - 0004597","Distributor",3,"WARE-NBV1002",2,"23/08/19","18/11/19",87,"15/12/19",27,"18/12/19",3,"USD",23,47,64,22,6,0.08,"4,817.03","6,338.20"
"SO - 0006901","Online",2,"WARE-NBV1002",2,"18/06/20","14/08/20",57,11/09/20,28,"13/09/20",2,"USD",16,41,62,3,1,0.05,"4,776.90","5,755.30"
"SO - 000500","Wholesale",4,"WARE-NMK1003",3,10/04/18,"17/07/18",98,12/08/18,26,"17/08/18",5,"USD",27,11,141,4,1,0.1,519.59,"1,105.50"
"SO - 0003966","Distributor",3,"WARE-NMK1003",3,"15/05/19","30/08/19",107,"23/09/19",24,"30/09/19",7,"USD",22,8,125,39,6,0.08,644.88,837.5
"SO - 000702","In-Store",1,"WARE-PUJ1005",5,10/04/18,09/08/18,121,"20/08/18",11,"21/08/18",1,"USD",5,23,264,2,8,0.1,"2,383.46","3,611.30"
"SO - 0005604","In-Store",1,"WARE-UHY1004",4,01/12/19,"13/03/20",103,"17/03/20",4,"20/03/20",3,"USD",2,4,215,18,2,0.15,"1,663.07","3,959.70"
"SO - 0006171","Distributor",3,"WARE-NMK1003",3,10/03/20,"21/05/20",72,"18/06/20",28,"22/06/20",4,"USD",21,30,147,41,6,0.05,"1,265.90","1,889.40"
"SO - 000789","Distributor",3,"WARE-NBV1002",2,10/04/18,"18/08/18",130,03/09/18,16,08/09/18,5,"USD",21,8,73,3,7,0.05,"1,242.05","2,003.30"
"SO - 0003582","Distributor",3,"WARE-NBV1002",2,"15/05/19","15/07/19",61,09/08/19,25,"13/08/19",4,"USD",21,24,80,42,7,0.08,889.22,"1,058.60"
"SO - 0007782","Wholesale",4,"WARE-PUJ1005",5,"18/06/20","23/11/20",158,06/12/20,13,12/12/20,6,"USD",26,15,303,26,7,0.2,447.56,"1,118.90"
"SO - 0004507","Distributor",3,"WARE-NMK1003",3,"15/05/19",07/11/19,176,"28/11/19",21,06/12/19,8,"USD",24,39,124,20,6,0.1,"1,225.50","1,829.10"
"SO - 0007704","In-Store",1,"WARE-XYS1001",1,"26/09/20","15/11/20",50,"26/11/20",11,05/12/20,9,"USD",12,16,32,28,1,0.05,492.32,"1,118.90"
"SO - 0005430","Distributor",3,"WARE-PUJ1005",5,01/12/19,"22/02/20",83,"28/02/20",6,"29/02/20",1,"USD",25,45,270,32,3,0.05,"1,149.72","1,768.80"
"SO - 0002712","Online",2,"WARE-PUJ1005",5,04/02/19,04/04/19,59,08/04/19,4,11/04/19,3,"USD",13,18,320,33,2,0.05,"2,159.95","3,999.90"
"SO - 0003343","Online",2,"WARE-NMK1003",3,04/02/19,"14/06/19",130,"30/06/19",16,02/07/19,2,"USD",17,14,105,5,1,0.05,"2,885.69","3,953.00"
"SO - 0008014","Wholesale",4,"WARE-PUJ1005",5,"26/09/20","21/12/20",86,"17/01/21",27,"18/01/21",1,"USD",26,44,300,19,1,0.08,198.59,261.3
"SO - 0006363","Online",2,"WARE-NBV1002",2,10/03/20,11/06/20,93,"27/06/20",16,06/07/20,9,"USD",20,5,66,23,7,0.15,"2,269.02","3,845.80"
"SO - 000425","In-Store",1,"WARE-UHY1004",4,10/04/18,09/07/18,90,"31/07/18",22,04/08/18,4,"USD",3,29,236,3,4,0.08,939.88,"2,237.80"
"SO - 0001320","In-Store",1,"WARE-NBV1002",2,"19/07/18","24/10/18",97,01/11/18,8,04/11/18,3,"USD",5,24,82,16,7,0.2,820.48,"1,051.90"
"SO - 0005741","In-Store",1,"WARE-MKL1006",6,01/12/19,"30/03/20",120,"13/04/20",14,"23/04/20",10,"USD",12,43,336,31,2,0.3,915.69,"1,159.10"
"SO - 0001077","In-Store",1,"WARE-NMK1003",3,"19/07/18","22/09/18",65,"16/10/18",24,"21/10/18",5,"USD",7,11,100,17,6,0.08,"1,570.21","2,907.80"
"SO - 000369","Online",2,"WARE-MKL1006",6,10/04/18,02/07/18,83,10/07/18,8,"15/07/18",5,"USD",15,9,347,5,8,0.08,482.4,964.8
"SO - 0001312","In-Store",1,"WARE-MKL1006",6,"19/07/18","23/10/18",96,"26/10/18",3,02/11/18,7,"USD",5,38,351,8,4,0.05,"4,974.08","6,217.60"
"SO - 0003287","In-Store",1,"WARE-NMK1003",3,04/02/19,07/06/19,123,"24/06/19",17,03/07/19,9,"USD",4,18,197,33,2,0.08,617.2,"1,259.60"
"SO - 0006129","Online",2,"WARE-NMK1003",3,10/03/20,"16/05/20",67,"29/05/20",13,"30/05/20",1,"USD",18,36,158,8,8,0.08,"1,303.69","2,834.10"
"SO - 0001930","In-Store",1,"WARE-XYS1001",1,"19/07/18","31/12/18",165,"19/01/19",19,"28/01/19",9,"USD",3,19,32,10,3,0.15,"1,595.14","2,572.80"
"SO - 000780","In-Store",1,"WARE-MKL1006",6,10/04/18,"17/08/18",129,"21/08/18",4,"25/08/18",4,"USD",1,11,357,8,3,0.1,458.68,"1,092.10"
"SO - 0002818","Wholesale",4,"WARE-NMK1003",3,04/02/19,"17/04/19",72,"21/04/19",4,"25/04/19",4,"USD",28,13,125,4,7,0.05,112.56,268
"SO - 0002476","Wholesale",4,"WARE-NMK1003",3,"27/10/18",03/03/19,127,09/03/19,6,"16/03/19",7,"USD",27,8,152,39,3,0.1,"1,571.82","2,278.00"
"SO - 0006963","In-Store",1,"WARE-NMK1003",3,10/03/20,"21/08/20",164,03/09/20,13,11/09/20,8,"USD",12,16,126,4,7,0.2,750.74,904.5
"SO - 0005060","In-Store",1,"WARE-PUJ1005",5,"23/08/19",11/01/20,141,"28/01/20",17,03/02/20,6,"USD",8,11,307,19,2,0.05,"1,634.93","3,892.70"
"SO - 0005576","Online",2,"WARE-XYS1001",1,01/12/19,09/03/20,99,"18/03/20",9,"27/03/20",9,"USD",17,15,53,14,2,0.1,"1,158.83","2,519.20"
"SO - 0003057","In-Store",1,"WARE-NMK1003",3,04/02/19,12/05/19,97,"22/05/19",10,"24/05/19",2,"USD",10,29,93,22,7,0.15,947.05,"1,721.90"
"SO - 0004769","Distributor",3,"WARE-UHY1004",4,"23/08/19",07/12/19,106,"23/12/19",16,01/01/20,9,"USD",20,7,238,19,8,0.08,"2,176.16","3,886.00"
"SO - 0007592","In-Store",1,"WARE-PUJ1005",5,"18/06/20",01/11/20,136,07/11/20,6,"15/11/20",8,"USD",5,42,328,1,4,0.2,"4,480.16","6,137.20"
"SO - 0007780","Wholesale",4,"WARE-NMK1003",3,"26/09/20","22/11/20",57,05/12/20,13,08/12/20,3,"USD",28,40,114,45,6,0.15,188.4,247.9
"SO - 0007229","Wholesale",4,"WARE-XYS1001",1,"18/06/20","21/09/20",95,03/10/20,12,09/10/20,6,"USD",26,21,7,4,2,0.2,"1,682.50","2,304.80"
"SO - 0001977","In-Store",1,"WARE-PUJ1005",5,"19/07/18",04/01/19,169,"24/01/19",20,"25/01/19",1,"USD",12,6,292,16,1,0.05,"3,228.73","5,293.00"
"SO - 000751","In-Store",1,"WARE-NMK1003",3,10/04/18,"14/08/18",126,07/09/18,24,08/09/18,1,"USD",2,3,182,2,8,0.05,"1,821.13","2,365.10"
"SO - 0006083","Online",2,"WARE-PUJ1005",5,10/03/20,10/05/20,61,"13/05/20",3,"15/05/20",2,"USD",17,23,264,13,3,0.1,574.59,897.8
"SO - 0001830","In-Store",1,"WARE-NMK1003",3,"27/10/18","22/12/18",56,04/01/19,13,10/01/19,6,"USD",12,45,94,23,8,0.05,150.75,201
"SO - 0003367","Online",2,"WARE-XYS1001",1,04/02/19,"18/06/19",134,06/07/19,18,08/07/19,2,"USD",14,35,6,23,4,0.05,753.21,"1,031.80"
"SO - 0001531","Online",2,"WARE-UHY1004",4,"19/07/18","18/11/18",122,09/12/18,21,"17/12/18",8,"USD",19,32,241,15,1,0.08,757.7,"1,762.10"
"SO - 0006136","In-Store",1,"WARE-NMK1003",3,10/03/20,"17/05/20",68,"25/05/20",8,"28/05/20",3,"USD",2,4,107,31,4,0.05,831,"1,051.90"
"SO - 0001038","In-Store",1,"WARE-MKL1006",6,"19/07/18","17/09/18",60,"25/09/18",8,"26/09/18",1,"USD",6,8,366,25,8,0.05,130.18,194.3
"SO - 0005973","In-Store",1,"WARE-PUJ1005",5,10/03/20,"27/04/20",48,"30/04/20",3,10/05/20,10,"USD",10,46,262,29,4,0.08,810.7,"1,842.50"
"SO - 0006791","Distributor",3,"WARE-NMK1003",3,10/03/20,"30/07/20",142,"15/08/20",16,"18/08/20",3,"USD",23,13,99,12,6,0.08,745.71,"1,065.30"
